0.31,1.5539233467171,4.996e-05
0.3529,1.5444188160462,8.90131084537288e-07
0.3958,1.5377943708226,2.21686216694883e-07
0.4387,1.53297644448,2.35410926726695e-07
0.4816,1.5293470967242,1.67255898029176e-07
0.5245,1.5265302298432,1.65470341986864e-07
0.5674,1.5242862988783,2.91007665202389e-07
0.6103,1.5224568649146,5.23829065100058e-07
0.6532,1.5209337417404,8.58986089317636e-07
0.6961,1.5196410153786,1.20179834463119e-06
0.739,1.5185241450581,1.6937709127551e-06
0.7819,1.5175431287183,2.23874981717587e-06
0.8248,1.5166680887001,2.82017427980738e-06
0.8677,1.515876345512,3.36675748710197e-06
0.9106,1.5151504328084,3.82236635991062e-06
0.9535,1.5144767228468,4.20166904317839e-06
0.9964,1.5138444569151,4.5651312883038e-06
1.0393,1.51324504506815,4.8309694457507e-06
1.0822,1.51267158077103,5.04249443308816e-06
1.1251,1.51211843264487,5.20157864397211e-06
1.168,1.5115809892876,5.33476643522861e-06
1.2109,1.51105544167993,5.37372903503121e-06
1.2538,1.51053862110531,5.36765054083012e-06
1.2967,1.51002787420851,5.35430056387257e-06
1.3396,1.50952096557687,5.25328811996728e-06
1.3825,1.50901600111017,5.03372361789429e-06
1.4254,1.50851136279349,4.78192649299133e-06
1.4683,1.50800567956269,4.45802628898518e-06
1.5112,1.50749775792726,4.15987217852296e-06
1.5541,1.50698657158307,3.8540623858134e-06
1.597,1.5064712302038,3.67697210577067e-06
1.6399,1.50595095837036,3.66304284332816e-06
1.6828,1.50542507822763,3.65659269425008e-06
1.7257,1.50489299511746,3.68624701042049e-06
1.7686,1.50435418561659,3.81880954949897e-06
1.8115,1.50380818719064,3.95100920497342e-06
1.8544,1.50325459060083,4.06921699195422e-06
1.8973,1.50269303351249,4.18321552450757e-06
1.9402,1.50212319073047,4.3003013671518e-06
1.9831,1.5015447733233,4.40114376914411e-06
2.026,1.5009575223743,4.43917373959349e-06
2.0689,1.50036120552936,4.45478817199708e-06
2.1118,1.49975561379295,4.51970931115266e-06
2.1547,1.49914055876576,4.99878686272693e-06
2.1976,1.49851587025573,5.37153105038066e-06
2.2405,1.49788139377196,5.26846850775e-06
2.2834,1.49723699095922,5.103394147728e-06
2.3263,1.49658253383659,5.10896273336119e-06
2.3692,1.49591790655578,5.24084466373462e-06
2.4121,1.49524300409399,5.44293947638104e-06
2.455,1.4945577301934,5.87279101493396e-06
2.4979,1.49386199679145,6.30877259908823e-06
2.5408,1.49315572319678,6.53366343410484e-06
2.5837,1.49243883536,6.74969482752484e-06
2.6266,1.49171126522902,7.27449138810557e-06
2.6695,1.49097294970586,8.60287994977254e-06
2.7124,1.49022383278177,1.28054678532352e-05
2.7553,1.48946385959558,3.94922904110006e-05
2.7982,1.48869298091193,6.45044790103742e-05
2.8411,1.48791115160366,7.34773303681235e-05
2.884,1.4871183295115,7.88140572386514e-05
2.9269,1.4863144755439,7.84293474165132e-05
2.9698,1.48549955341241,7.54336089028163e-05
3.0127,1.48467352939263,7.43012146823082e-05
3.0556,1.48383637211101,7.42560476013974e-05
3.0985,1.48298805186396,7.42400185595266e-05
3.1414,1.48212854319784,7.61577871881217e-05
3.1843,1.48125781899603,8.03399117278603e-05
3.2272,1.48037585552207,8.4858038554681e-05
3.2701,1.47948263099274,9.03261552504226e-05
3.313,1.4785781246463,9.43909891231096e-05
3.3559,1.47766231704036,9.70137044263354e-05
3.3988,1.47673518995206,9.95020852023509e-05
3.4417,1.47579672628603,0.000102965580422095
3.4846,1.47484690999265,0.00010603101167914
3.5275,1.4738857254972,0.000106855533678756
3.5704,1.47291316039471,0.000107219680188352
3.6133,1.47192919968442,0.000107217393013236
3.6562,1.47093383076751,0.000106179775986036
3.6991,1.46992704221579,0.000104919864200436
3.742,1.4689088228641,0.000103829687272727
3.7849,1.46787916217725,0.000102980798452727
3.8278,1.46683805020744,0.000102936673501729
3.8707,1.46578547755389,0.000103115057613626
3.9136,1.46472143532821,0.000103433005972409
3.9565,1.46364591462099,0.000104343523898963
3.9994,1.46255890921267,0.000105972295328568
4.0423,1.46146040998937,0.000110995544820466
4.0852,1.46035040972083,0.000119349753462608
4.1281,1.45922890204492,0.000127476779351123
4.171,1.4580958805312,0.000136409172613304
4.2139,1.45695133907578,0.000147376062580939
4.2568,1.45579527188107,0.000161567507807453
4.2997,1.45462767343608,0.000177980878132338
4.3426,1.45344853850078,0.000195910350883441
4.3855,1.45225786158668,0.000216725654053571
4.4284,1.45105563964997,0.000240071868612141
4.4713,1.44984186669039,0.000268208839999586
4.5142,1.44861653827015,0.000324411136458772
4.5571,1.44737965070279,0.000492678184435841
4.6,1.4461312000756,0.0007437
